CD_CARGO,SQ_CANDIDATO,NM_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,NR_FEDERACAO,NM_FEDERACAO,SG_FEDERACAO,DS_COMPOSICAO_FEDERACAO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL,CD_COR_RACA,DS_COR_RACA,CD_OCUPACAO,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_REELEICAO,ST_DECLARAR_BENS,NR_PROTOCOLO_CANDIDATURA,NR_PROCESSO,CD_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_PLEITO,CD_SITUACAO_CANDIDATO_URNA,DS_SITUACAO_CANDIDATO_URNA,ST_CANDIDATO_INSERIDO_URNA,NM_TIPO_DESTINACAO_VOTOS,CD_SITUACAO_CANDIDATO_TOT,DS_SITUACAO_CANDIDATO_TOT,ST_PREST_CONTAS,ST_SUBSTITUIDO,SQ_SUBSTITUIDO,SQ_ORDEM_SUPLENCIA,DT_ACEITE_CANDIDATURA
6,250001611261,KAUÊ CESAR SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681566,PARTIDO ISOLADO,MDB,33.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,257,EMPRESÁRIO,3176572.53,5,SUPLENTE,N,S,-1,6013775620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,18,08/08/2022 17:12:38
6,250001677882,REGINA APARECIDA DOS SANTOS SILVA,3,INAPTO,14,INDEFERIDO,PARTIDO ISOLADO,90,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,-1,#NULO#,#NULO#,#NULO#,250001684165,PARTIDO ISOLADO,PROS,55.0,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,3,CASADO(A),3,PARDA,581,DONA DE CASA,3176572.53,-1,#NULO#,N,N,-1,6035132620226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,S,-1,-1,13/08/2022 19:27:29
7,250001620631,JOSÉ DILSON DAS CHAGAS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682228,PARTIDO ISOLADO,PSB,52.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,404,"LEILOEIRO, AVALIADOR E ASSEMELHADOS",1270629.01,5,SUPLENTE,N,S,-1,6024255020226260000,2,DEFERIDO,4,INDEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,57,10/08/2022 15:32:28
6,250001604836,SELMA RODRIGUES DANTAS MUNHOZ,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681260,PARTIDO ISOLADO,PTB,53.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,265,PROFESSOR DE ENSINO FUNDAMENTAL,3176572.53,4,NÃO ELEITO,N,N,-1,6007080320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,04/08/2022 18:08:07
6,250001602031,DEBORA ELOISA JUSTINO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681142,PARTIDO ISOLADO,UNIÃO,46.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,999,OUTROS,3176572.53,5,SUPLENTE,N,S,-1,6004924220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,25,02/08/2022 18:37:22
7,250001605030,ROMILDO VIRGÍNIO DOS SANTOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,-1,#NULO#,#NULO#,#NULO#,250001681264,PARTIDO ISOLADO,PSD,54.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,5,VIÚVO(A),3,PARDA,999,OUTROS,1270629.01,5,SUPLENTE,N,S,-1,6008362320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,2,04/08/2022 19:44:30
7,250001619357,RONALDO RODRIGUES DOS SANTOS,12,APTO,2,DEFERIDO,FEDERAÇÃO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001682175,FEDERAÇÃO,PSOL/REDE,51.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),5,INDÍGENA,266,PROFESSOR DE ENSINO MÉDIO,1270629.01,5,SUPLENTE,N,S,-1,6023207320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,51,10/08/2022 12:07:26
6,250001620279,JEFFERSON FERNANDO RIBEIRO CABRAL,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682213,PARTIDO ISOLADO,PSB,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PÚBLICO),3176572.53,5,SUPLENTE,N,N,-1,6023760920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,57,10/08/2022 14:37:01
7,250001699810,JOSE DE SOUZA JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001684724,PARTIDO ISOLADO,PRTB,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,4,NÃO ELEITO,N,S,-1,6036613720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,14/08/2022 18:20:55
7,250001605026,ANTÔNIO EMÍDIO DE MORAIS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,-1,#NULO#,#NULO#,#NULO#,250001681264,PARTIDO ISOLADO,PSD,57.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,537,MOTORISTA PARTICULAR,1270629.01,5,SUPLENTE,N,S,-1,6007765020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,35,04/08/2022 19:44:30
7,250001602086,LUIZA KELLI KEIKO VIEIRA HATSUGA,3,INAPTO,14,INDEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681143,PARTIDO ISOLADO,UNIÃO,40.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),4,AMARELA,257,EMPRESÁRIO,1270629.01,4,NÃO ELEITO,N,S,-1,6006059320226260000,14,INDEFERIDO,4,INDEFERIDO COM RECURSO,SIM,Nulo técnico,14,Indeferido,S,N,-1,-1,02/08/2022 18:46:15
7,250001611767,MARIA EDUARDA ALENCAR HIDALGO,12,APTO,2,DEFERIDO,FEDERAÇÃO,13,PT,PARTIDO DOS TRABALHADORES,2,Federação Brasil da Esperança - FE BRASIL,PT/PC do B/PV,PT/PC do B/PV,250001681589,FEDERAÇÃO,PT/PC do B/PV,23.0,4,FEMININO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),3,PARDA,278,VEREADOR,1270629.01,5,SUPLENTE,N,N,-1,6016859220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,4,08/08/2022 18:12:56
7,250001621415,RODRIGO SALOMÃO JUNQUEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682264,PARTIDO ISOLADO,PATRIOTA,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,101,ENGENHEIRO,1270629.01,4,NÃO ELEITO,N,N,-1,6026255720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 18:12:28
10,250001612471,SIRLANGE RODRIGUES FRATE MAGANHATO,12,APTO,2,DEFERIDO,COLIGAÇÃO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681618,São Paulo Pode Mais,PTB / PSD / PSC / PMN / PL / REPUBLICANOS,44.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,-1.0,1,ELEITO,N,S,-1,6020115220226260000,2,DEFERIDO,2,DEFERIDO,SIM,#NULO#,2,Deferido,N,N,-1,-1,08/08/2022 20:09:18
7,250001645680,ROBSON ALEXANDRE DE OLIVEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,77,SOLIDARIEDADE,SOLIDARIEDADE,-1,#NULO#,#NULO#,#NULO#,250001681318,PARTIDO ISOLADO,SOLIDARIEDADE,40.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,N,S,-1,6034032720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,39,12/08/2022 12:41:12
6,250001717133,EDVALDO RANZANI CARLOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685214,PARTIDO ISOLADO,AGIR,57.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,S,-1,6038250220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 11:43:28
7,250001639618,ÉLITON SOUSA LEITE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001682797,PARTIDO ISOLADO,REPUBLICANOS,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,N,S,-1,6029191220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,16,11/08/2022 14:06:36
7,250001602109,RUBENS LOBATO PINHEIRO NETO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681143,PARTIDO ISOLADO,UNIÃO,33.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,1270629.01,5,SUPLENTE,N,S,-1,6006258420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,35,02/08/2022 18:46:15
7,250001597741,LUCAS PAVANATO DE OLIVEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680946,PARTIDO ISOLADO,NOVO,24.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,125,ADMINISTRADOR,1270629.01,5,SUPLENTE,N,S,-1,6004067120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,2,28/07/2022 17:48:08
7,250001611444,BRUNA DIAS FURLAN VICENTE,12,APTO,2,DEFERIDO,FEDERAÇÃO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1,Federação PSDB Cidadania,PSDB/CIDADANIA,PSDB/CIDADANIA,250001681575,FEDERAÇÃO,PSDB/CIDADANIA,39.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,1270629.01,2,ELEITO POR QP,N,S,-1,6015516520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,08/08/2022 17:36:27
7,250001724916,MARCIA LENTZ,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681143,PARTIDO ISOLADO,UNIÃO,61.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,230,PEDAGOGO,1270629.01,5,SUPLENTE,N,S,-1,6040623620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,250001602154,48,17/08/2022 19:02:56
7,250001719489,JEFFERSON DE JESUS NOGUEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,90,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,-1,#NULO#,#NULO#,#NULO#,250001685317,PARTIDO ISOLADO,PROS,25.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),2,PRETA,125,ADMINISTRADOR,1270629.01,4,NÃO ELEITO,N,S,-1,6039186220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 13:23:28
7,250001597789,VÂNIA CRISTINA DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680946,PARTIDO ISOLADO,NOVO,48.0,4,FEMININO,8,SUPERIOR COMPLETO,7,SEPARADO(A) JUDICIALMENTE,1,BRANCA,124,CONTADOR,1270629.01,5,SUPLENTE,N,S,-1,6004188520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,38,28/07/2022 17:48:08
6,250001613814,ERIKA SANTOS SILVA,12,APTO,2,DEFERIDO,FEDERAÇÃO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001681689,FEDERAÇÃO,PSOL/REDE,30.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,278,VEREADOR,3176572.53,2,ELEITO POR QP,N,S,-1,6020322820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,09/08/2022 12:36:37
7,250001610137,OSCAR CASTELO BRANCO DE LUCA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681492,PARTIDO ISOLADO,PL,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,1270629.01,5,SUPLENTE,S,S,-1,6010744220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,12,08/08/2022 14:28:21
6,250001695268,PAULO PURKYT,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,27,DC,DEMOCRACIA CRISTÃ,-1,#NULO#,#NULO#,#NULO#,250001684583,PARTIDO ISOLADO,DC,58.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,3176572.53,4,NÃO ELEITO,N,N,-1,6036077120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,14/08/2022 13:54:57
6,250001604874,VAGNER BERTI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681260,PARTIDO ISOLADO,PTB,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,N,-1,6007002620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,04/08/2022 18:08:07
7,250001610154,TIAGO MARTINS PERETTO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681492,PARTIDO ISOLADO,PL,40.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,N,S,-1,6011471420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,20,08/08/2022 14:28:21
6,250001613777,DORIEDSON ANTONIO DA SILVA FREITAS,12,APTO,2,DEFERIDO,FEDERAÇÃO,18,REDE,REDE SUSTENTABILIDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001681689,FEDERAÇÃO,PSOL/REDE,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,278,VEREADOR,3176572.53,5,SUPLENTE,N,S,-1,6020253620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,10,09/08/2022 12:36:37
7,250001699867,LUCAS MARIANO DE CAMPOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001684724,PARTIDO ISOLADO,PRTB,36.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),2,PRETA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,N,-1,6036544520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,14/08/2022 18:20:55
7,250001605006,HUMBERTO YUTAKA NAKAMURA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,-1,#NULO#,#NULO#,#NULO#,250001681264,PARTIDO ISOLADO,PSD,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),4,AMARELA,111,MÉDICO,1270629.01,5,SUPLENTE,N,S,-1,6007947120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,58,04/08/2022 19:44:30
7,250001609987,FERNANDO MARTINS DOS SANTOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681484,PARTIDO ISOLADO,MDB,44.0,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,3,CASADO(A),1,BRANCA,278,VEREADOR,1270629.01,5,SUPLENTE,N,S,-1,6010354520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,7,08/08/2022 14:07:11
7,250001621694,ADONAI DOS SANTOS SOARES JÚNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,50.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,S,-1,6026341920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 19:01:15
10,250001597893,MARIA ISABEL RODRIGUES TEIXEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680949,PARTIDO ISOLADO,NOVO,58.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,101,ENGENHEIRO,-1.0,4,NÃO ELEITO,N,S,-1,6004465320226260000,2,DEFERIDO,2,DEFERIDO,SIM,#NULO#,2,Deferido,N,N,-1,-1,28/07/2022 19:46:31
7,250001643603,ELISANGELA RODRIGUES DE SOUSA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683082,PARTIDO ISOLADO,PDT,44.0,4,FEMININO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,125,ADMINISTRADOR,1270629.01,5,SUPLENTE,N,S,-1,6031478420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,56,11/08/2022 16:28:17
6,250001611962,RICARDO JORGE MUTRAN,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,11,PP,PROGRESSISTAS,-1,#NULO#,#NULO#,#NULO#,250001681596,PARTIDO ISOLADO,PP,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,131,ADVOGADO,3176572.53,5,SUPLENTE,N,S,-1,6018279620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,17,08/08/2022 18:38:03
7,250001612255,WILSON JOAQUIM DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,11,PP,PROGRESSISTAS,-1,#NULO#,#NULO#,#NULO#,250001681607,PARTIDO ISOLADO,PP,53.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,298,SERVIDOR PÚBLICO MUNICIPAL,1270629.01,5,SUPLENTE,N,S,-1,6020098220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,38,08/08/2022 19:05:28
7,250001612278,LUIZ ANTONIO GATO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,11,PP,PROGRESSISTAS,-1,#NULO#,#NULO#,#NULO#,250001681607,PARTIDO ISOLADO,PP,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,233,POLICIAL MILITAR,1270629.01,5,SUPLENTE,N,S,-1,6019769220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,40,08/08/2022 19:05:28
6,250001643734,SEBASTIAO FARIAS PAIVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683087,PARTIDO ISOLADO,PDT,55.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,S,-1,6033383220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 17:16:49
7,250001737233,BRIGIDA PINATTI AMATTE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001682797,PARTIDO ISOLADO,REPUBLICANOS,47.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,N,S,-1,6044408920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,250001639626,67,09/09/2022 18:22:39
7,250001597743,EDNEY BENEDITO SAMPAIO DUARTE JÚNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680946,PARTIDO ISOLADO,NOVO,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,1270629.01,5,SUPLENTE,N,S,-1,6004170320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,5,28/07/2022 17:48:08
7,250001639594,VANESSA GALLONI CARRERA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001682797,PARTIDO ISOLADO,REPUBLICANOS,39.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,131,ADVOGADO,1270629.01,5,SUPLENTE,N,N,-1,6029174220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,43,11/08/2022 14:06:36
7,250001699814,MARCELO LOPES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001684724,PARTIDO ISOLADO,PRTB,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,266,PROFESSOR DE ENSINO MÉDIO,1270629.01,4,NÃO ELEITO,N,S,-1,6036804320226260000,2,DEFERIDO,4,INDEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,-1,14/08/2022 18:20:55
6,250001717156,SÔNIA MELHADO DE MORAIS,3,INAPTO,14,INDEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685214,PARTIDO ISOLADO,AGIR,49.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,3176572.53,4,NÃO ELEITO,N,N,-1,6038605920226260000,4,INDEFERIDO COM RECURSO,4,INDEFERIDO COM RECURSO,SIM,Anulado,14,Indeferido,S,N,-1,-1,15/08/2022 11:43:28
7,250001620654,EDSON ELIAS KHOURI,3,INAPTO,14,INDEFERIDO,PARTIDO ISOLADO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682228,PARTIDO ISOLADO,PSB,55.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,169,COMERCIANTE,1270629.01,4,NÃO ELEITO,N,N,-1,6024020720226260000,4,INDEFERIDO COM RECURSO,4,INDEFERIDO COM RECURSO,SIM,Anulado,14,Indeferido,S,N,-1,-1,10/08/2022 15:32:28
6,250001677894,DECIO COUTO CLEMENTE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,90,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,-1,#NULO#,#NULO#,#NULO#,250001684165,PARTIDO ISOLADO,PROS,74.0,2,MASCULINO,8,SUPERIOR COMPLETO,5,VIÚVO(A),2,PRETA,125,ADMINISTRADOR,3176572.53,4,NÃO ELEITO,N,S,-1,6034872820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,13/08/2022 19:27:29
7,250001612271,RODRIGO OTÁVIO SANTOS VELLASCO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,11,PP,PROGRESSISTAS,-1,#NULO#,#NULO#,#NULO#,250001681607,PARTIDO ISOLADO,PP,43.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,N,S,-1,6020063020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,57,08/08/2022 19:05:28
